;product;area;room;bath;garage;adress;price
28;Sala/Conjunto para Aluguel, 35m²;30 m²;-- Quarto;1 Banheiro;1 Vaga;Avenida Prefeito Osmar Cunha, 260 - Centro, Florianópolis - SC;R$ 1.700 /mês
29;Apartamento com 3 Quartos para Aluguel, 70m²;30;3 Quartos;1 Banheiro;1 Vaga;Rua Manoel Pizzolati, 24 - Jardim Atlântico, Florianópolis - SC;R$ 1.200 /mês
30;Apartamento com 3 Quartos para Aluguel, 92m²;68 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Manoel de Oliveira Ramos, 310 - Estreito, Florianópolis - SC;R$ 2.000 /mês
31;Sala/Conjunto para Aluguel, 80m²;68;-- Quarto;1 Banheiro;-- Vaga;Rua Vera Linhares de Andrade - Córrego Grande, Florianópolis - SC;R$ 2.600 /mês
32;Casa com 3 Quartos para Aluguel, 160m²;420 m²;3 Quartos;2 Banheiros;3 Vagas;Rua Major Costa, 162 - Centro, Florianópolis - SC;R$ 4.000 /mês
33;Ponto comercial/Loja/Box para Aluguel, 43m²;420;-- Quarto;3 Banheiros;-- Vaga;Lagoa da Conceição, Florianópolis - SC;R$ 4.000 /mês
34;Imóvel comercial para Aluguel, 516m²;280 m²;-- Quarto;12 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 25.000 /mês
35;Apartamento com 3 Quartos para Aluguel, 104m²;280;3 Quartos;2 Banheiros;2 Vagas;Rua João Meirelles, 1451 - Abraão, Florianópolis - SC;R$ 3.350 /mês
0;Casa de condomínio com 5 Quartos para Venda/Aluguel 991m²;991 m²;5 Quartos;7 Banheiros;4 Vagas;Cacupé, Florianópolis - SC;"R$ 40.000 /mês
R$ 12.700.000"
1;Sala/Conjunto para Aluguel, 64m²;991;-- Quarto;2 Banheiros;-- Vaga;Rua Araújo Figueiredo - Centro, Florianópolis - SC;R$ 1.950 /mês
2;Ponto comercial/Loja/Box para Aluguel, 44m²;64 m²;-- Quarto;1 Banheiro;-- Vaga;Lagoa da Conceição, Florianópolis - SC;R$ 2.000 /mês
3;Casa com 3 Quartos para Aluguel, 200m²;64;3 Quartos;1 Banheiro;1 Vaga;Rua Waldemiro Monguilhot - Centro, Florianópolis - SC;R$ 2.700 /mês
4;Apartamento com 3 Quartos para Aluguel, 189m²;44 m²;3 Quartos;3 Banheiros;2 Vagas;Rua João Meirelles, 1451 - Abraão, Florianópolis - SC;R$ 5.350 /mês
5;Sala/Conjunto para Aluguel, 35m²;44;-- Quarto;1 Banheiro;1 Vaga;Avenida Prefeito Osmar Cunha, 260 - Centro, Florianópolis - SC;R$ 1.700 /mês
6;Apartamento com 3 Quartos para Aluguel, 70m²;200 m²;3 Quartos;1 Banheiro;1 Vaga;Rua Manoel Pizzolati, 24 - Jardim Atlântico, Florianópolis - SC;R$ 1.200 /mês
7;Apartamento com 3 Quartos para Aluguel, 92m²;200;3 Quartos;2 Banheiros;1 Vaga;Rua Manoel de Oliveira Ramos, 310 - Estreito, Florianópolis - SC;R$ 2.000 /mês
8;Sala/Conjunto para Aluguel, 80m²;189 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Vera Linhares de Andrade - Córrego Grande, Florianópolis - SC;R$ 2.600 /mês
9;Casa com 3 Quartos para Aluguel, 160m²;189;3 Quartos;2 Banheiros;3 Vagas;Rua Major Costa, 162 - Centro, Florianópolis - SC;R$ 4.000 /mês
10;Ponto comercial/Loja/Box para Aluguel, 43m²;35 m²;-- Quarto;3 Banheiros;-- Vaga;Lagoa da Conceição, Florianópolis - SC;R$ 4.000 /mês
11;Imóvel comercial para Aluguel, 516m²;35;-- Quarto;12 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 25.000 /mês
12;Apartamento com 3 Quartos para Aluguel, 104m²;70 m²;3 Quartos;2 Banheiros;2 Vagas;Rua João Meirelles, 1451 - Abraão, Florianópolis - SC;R$ 3.350 /mês
13;Apartamento com 3 Quartos para Aluguel, 119m²;70;3 Quartos;1 Banheiro;1 Vaga;Rua Bocaiúva - Centro, Florianópolis - SC;R$ 4.500 /mês
14;Sala/Conjunto para Aluguel, 80m²;92 m²;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.200 /mês
15;Casa com 6 Quartos para Aluguel, 10m²;92;6 Quartos;4 Banheiros;5 Vagas;Rua dos Pescadores - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.000 /dia
16;Apartamento com Quarto para Aluguel, 55m²;80 m²;1 Quarto;2 Banheiros;1 Vaga;Rua Júlio D'Acia Barreto - Carvoeira, Florianópolis - SC;R$ 2.700 /mês
17;Apartamento com 3 Quartos para Aluguel, 100m²;80;3 Quartos;3 Banheiros;1 Vaga;Avenida dos Búzios, 1136 - Jurerê Internacional, Florianópolis - SC;R$ 1.500 /dia
18;Imóvel comercial para Aluguel, 120m²;160 m²;-- Quarto;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
19;Apartamento com 3 Quartos para Aluguel, 348m²;160;3 Quartos;5 Banheiros;3 Vagas;Avenida Jornalista Rubens de Arruda Ramos, 2368 - Centro, Florianópolis - SC;R$ 16.000 /mês
20;Apartamento com 2 Quartos para Aluguel, 60m²;43 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Manoel Mancellos Moura, 402 - Canasvieiras, Florianópolis - SC;R$ 2.200 /mês
21;Apartamento com 2 Quartos para Aluguel, 120m²;43;2 Quartos;2 Banheiros;1 Vaga;Rua Professor Manoel do Lago Almeida, 595 - Jurerê, Florianópolis - SC;R$ 1.800 /dia
22;Casa com 3 Quartos para Aluguel, 189m²;516 m²;3 Quartos;3 Banheiros;2 Vagas;Rua Francisco Goulart - Trindade, Florianópolis - SC;R$ 5.000 /mês
23;Sala/Conjunto para Aluguel, 153m²;516;-- Quarto;2 Banheiros;-- Vaga;Rua Cristóvão Nunes Pires - Centro, Florianópolis - SC;R$ 6.400 /mês
24;Ponto comercial/Loja/Box para Aluguel, 80m²;104 m²;-- Quarto;1 Banheiro;1 Vaga;Rua General Eurico Gaspar Dutra, 1475 - Estreito, Florianópolis - SC;R$ 3.700 /mês
25;Lote/Terreno para Aluguel, 3600m²;104;-- Quarto;-- Banheiro;-- Vaga;Rodovia João Gualberto Soares, 2000 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 8.000 /mês
26;Apartamento com 3 Quartos para Aluguel, 92m²;119 m²;3 Quartos;1 Banheiro;1 Vaga;Pantanal, Florianópolis - SC;R$ 1.950 /mês
27;Ponto comercial/Loja/Box para Aluguel, 103m²;119;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 3.740 /mês
28;Sala/Conjunto para Aluguel, 121m²;80 m²;-- Quarto;1 Banheiro;-- Vaga;Rua General Liberato Bittencourt, 1868 - Estreito, Florianópolis - SC;R$ 1.500 /mês
29;Prédio/Edificio inteiro para Aluguel, 138m²;80;-- Quarto;6 Banheiros;-- Vaga;Rua Menino Deus, 101 - Centro, Florianópolis - SC;R$ 9.998 /mês
30;Sala/Conjunto com Quarto para Aluguel, 53m²;10 m²;1 Quarto;1 Banheiro;1 Vaga;Rua Marechal Guilherme, 103 - Centro, Florianópolis - SC;R$ 1.000 /mês
31;Galpão/Depósito/Armazém para Aluguel, 950m²;10;-- Quarto;-- Banheiro;-- Vaga;Estrada Vereador Onildo Lemos - Centro, Florianópolis - SC;R$ 12.000 /mês
32;Apartamento com 2 Quartos para Aluguel, 75m²;55 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Brisamar - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 600 /dia
33;Apartamento com 3 Quartos para Aluguel, 120m²;55;3 Quartos;1 Banheiro;1 Vaga;Avenida Mauro Ramos, 699 - Centro, Florianópolis - SC;R$ 2.600 /mês
34;Sala/Conjunto para Aluguel, 34m²;100 m²;-- Quarto;1 Banheiro;1 Vaga;Saco dos Limões, Florianópolis - SC;R$ 1.500 /mês
35;Casa com 8 Quartos para Aluguel, 520m²;100;8 Quartos;4 Banheiros;6 Vagas;Avenida Engenheiro Max de Souza, 952 - Coqueiros, Florianópolis - SC;R$ 15.000 /mês
0;Apartamento com 2 Quartos para Aluguel, 63m²;63 m²;2 Quartos;1 Banheiro;1 Vaga;Rio Tavares, Florianópolis - SC;R$ 3.200 /mês
1;Casa com 5 Quartos para Aluguel, 335m²;63;5 Quartos;4 Banheiros;4 Vagas;Rua Abelardo Luz, 139 - Estreito, Florianópolis - SC;R$ 12.000 /mês
2;Sala/Conjunto para Aluguel, 34m²;335 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Lauro Linhares, 2123 - Trindade, Florianópolis - SC;R$ 1.030 /mês
3;Imóvel comercial para Aluguel, 17m²;335;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 890 /mês
4;Sala/Conjunto para Aluguel, 80m²;34 m²;-- Quarto;2 Banheiros;-- Vaga;Sambaqui, Florianópolis - SC;R$ 2.150 /mês
5;Imóvel comercial para Aluguel, 5000m²;34;-- Quarto;30 Banheiros;39 Vagas;Centro, Florianópolis - SC;R$ 240.000 /mês
6;Apartamento com Quarto para Aluguel, 60m²;17 m²;1 Quarto;1 Banheiro;1 Vaga;Ribeirão da Ilha, Florianópolis - SC;R$ 1.250 /mês
7;Sala/Conjunto com Quarto para Aluguel, 30m²;17;1 Quarto;1 Banheiro;1 Vaga;Rua Presidente Coutinho, 311 - Centro, Florianópolis - SC;R$ 1.000 /mês
8;Cobertura com 3 Quartos para Aluguel, 166m²;80 m²;3 Quartos;2 Banheiros;2 Vagas;Rua Dario João de Souza - Jurerê, Florianópolis - SC;R$ 10.800 /mês
9;Apartamento com Quarto para Aluguel, 40m²;80;1 Quarto;1 Banheiro;1 Vaga;Rua dos Canudos - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 250 /dia
10;Ponto comercial/Loja/Box para Aluguel, 54m²;5000 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Ursulina Senna de Castro, 150 - Estreito, Florianópolis - SC;R$ 1.750 /mês
11;Sala/Conjunto para Aluguel, 70m²;5000;-- Quarto;-- Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 4.566 /mês
12;Sala/Conjunto para Aluguel, 32m²;60 m²;-- Quarto;1 Banheiro;1 Vaga;Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC;R$ 990 /mês
13;Apartamento com Quarto para Aluguel, 30m²;60;1 Quarto;1 Banheiro;-- Vaga;Servidão das Águias - Campeche, Florianópolis - SC;R$ 1.600 /mês
14;Apartamento com Quarto para Aluguel, 19m²;30 m²;1 Quarto;1 Banheiro;-- Vaga;Carvoeira, Florianópolis - SC;R$ 1.450 /mês
15;Casa com 4 Quartos para Aluguel, 250m²;30;4 Quartos;6 Banheiros;4 Vagas;Avenida dos Búzios, 1541 - Jurerê Internacional, Florianópolis - SC;R$ 8.001 /dia
16;Apartamento com 3 Quartos para Aluguel, 104m²;166 m²;3 Quartos;2 Banheiros;1 Vaga;Rua João Meirelles, 1451 - Abraão, Florianópolis - SC;R$ 3.500 /mês
17;Apartamento com Quarto para Aluguel, 37m²;166;1 Quarto;1 Banheiro;-- Vaga;Rua Professora Maria Flora Pausewang, 109 - Trindade, Florianópolis - SC;R$ 1.480 /mês
18;Imóvel comercial para Aluguel, 30m²;40 m²;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.800 /mês
19;Sala/Conjunto para Aluguel, 25m²;40;-- Quarto;1 Banheiro;1 Vaga;Rua General Liberato Bittencourt, 1475 - Canto, Florianópolis - SC;R$ 1.507 /mês
20;Casa com 4 Quartos para Aluguel, 200m²;54 m²;4 Quartos;4 Banheiros;6 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.200 /dia
21;Apartamento com 2 Quartos para Aluguel, 68m²;54;2 Quartos;2 Banheiros;2 Vagas;Pantanal, Florianópolis - SC;R$ 2.490 /mês
22;Sala/Conjunto para Aluguel, 33m²;70 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Delminda Silveira - Agronômica, Florianópolis - SC;R$ 900 /mês
23;Lote/Terreno para Aluguel, 1350m²;70;-- Quarto;-- Banheiro;-- Vaga;Avenida Atlântica, 515 - Jardim Atlântico, Florianópolis - SC;R$ 4.700 /mês
24;Casa com 3 Quartos para Aluguel, 300m²;32 m²;3 Quartos;4 Banheiros;2 Vagas;Avenida dos Búzios, 2140 - Jurerê Internacional, Florianópolis - SC;R$ 5.000 /dia
25;Imóvel comercial para Aluguel, 12m²;32;-- Quarto;-- Banheiro;1 Vaga;Rua Santa Luzia - Trindade, Florianópolis - SC;R$ 300 /mês
26;Ponto comercial/Loja/Box para Aluguel, 70m²;30 m²;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
27;Sala/Conjunto para Aluguel, 56m²;30;-- Quarto;1 Banheiro;10 Vagas;Rodovia Armando Calil Bulos, 5531 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 4.200 /mês
28;Sala/Conjunto para Aluguel, 40m²;19 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Araújo Figueiredo - Centro, Florianópolis - SC;R$ 490 /mês
29;Casa com 2 Quartos para Aluguel, 60m²;19;2 Quartos;1 Banheiro;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 200 /dia
30;Apartamento com Quarto para Aluguel, 30m²;250 m²;1 Quarto;1 Banheiro;1 Vaga;Rua Oge Fortkamp - Trindade, Florianópolis - SC;R$ 1.800 /mês
31;Apartamento com 3 Quartos para Aluguel, 64m²;250;3 Quartos;1 Banheiro;1 Vaga;Rua Europa - Trindade, Florianópolis - SC;R$ 1.700 /mês
32;Sala/Conjunto para Aluguel, 60m²;104 m²;-- Quarto;1 Banheiro;-- Vaga;Rua General Liberato Bittencourt, 1699 - Balneário, Florianópolis - SC;R$ 1.980 /mês
33;Sala/Conjunto para Aluguel, 24m²;104;-- Quarto;-- Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 1.340 /mês
34;Apartamento com 2 Quartos para Aluguel, 100m²;37 m²;2 Quartos;1 Banheiro;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
35;Ponto comercial/Loja/Box com 8 Quartos para Aluguel, 50m²;37;8 Quartos;4 Banheiros;-- Vaga;Rua Santos Saraiva, 175 - Estreito, Florianópolis - SC;R$ 2.900 /mês
0;Apartamento com 2 Quartos para Aluguel, 88m²;88 m²;2 Quartos;3 Banheiros;1 Vaga;Abraão, Florianópolis - SC;R$ 2.550 /mês
1;Apartamento com Quarto para Aluguel, 30m²;88;1 Quarto;1 Banheiro;1 Vaga;Rua Oge Fortkamp - Trindade, Florianópolis - SC;R$ 1.800 /mês
2;Apartamento com 3 Quartos para Aluguel, 64m²;30 m²;3 Quartos;1 Banheiro;1 Vaga;Rua Europa - Trindade, Florianópolis - SC;R$ 1.700 /mês
3;Apartamento com 3 Quartos para Aluguel, 92m²;30;3 Quartos;1 Banheiro;1 Vaga;Pantanal, Florianópolis - SC;R$ 1.950 /mês
4;Sala/Conjunto para Aluguel, 60m²;64 m²;-- Quarto;1 Banheiro;-- Vaga;Rua General Liberato Bittencourt, 1699 - Balneário, Florianópolis - SC;R$ 1.980 /mês
5;Sala/Conjunto para Aluguel, 24m²;64;-- Quarto;-- Banheiro;1 Vaga;Estreito, Florianópolis - SC;R$ 1.340 /mês
6;Apartamento com 2 Quartos para Aluguel, 100m²;92 m²;2 Quartos;1 Banheiro;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 450 /dia
7;Ponto comercial/Loja/Box com 8 Quartos para Aluguel, 50m²;92;8 Quartos;4 Banheiros;-- Vaga;Rua Santos Saraiva, 175 - Estreito, Florianópolis - SC;R$ 2.900 /mês
8;Casa com 4 Quartos para Venda/Aluguel 405m²;60 m²;4 Quartos;4 Banheiros;3 Vagas;Centro, Florianópolis - SC;"R$ 12.000 /mês
R$ 2.700.000"
9;Sala/Conjunto para Aluguel, 349m²;60;-- Quarto;-- Banheiro;1 Vaga;Rua General Liberato Bittencourt - Estreito, Florianópolis - SC;R$ 2.300 /mês
10;Sala/Conjunto para Aluguel, 153m²;24 m²;-- Quarto;-- Banheiro;-- Vaga;Rua Cristóvão Nunes Pires - Centro, Florianópolis - SC;R$ 7.100 /mês
11;Imóvel comercial para Aluguel, 51m²;24;-- Quarto;1 Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
12;Sala/Conjunto com Quarto para Aluguel, 25m²;100 m²;1 Quarto;1 Banheiro;-- Vaga;Rua General Liberato Bittencourt, 1673 - Estreito, Florianópolis - SC;R$ 700 /mês
13;Apartamento com Quarto para Aluguel, 37m²;100;1 Quarto;1 Banheiro;-- Vaga;Rua Professor Bayer Filho - Coqueiros, Florianópolis - SC;R$ 2.700 /mês
14;Apartamento com 2 Quartos para Aluguel, 65m²;50 m²;2 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.880 /mês
15;Sala/Conjunto para Aluguel, 17m²;50;-- Quarto;1 Banheiro;-- Vaga;Avenida Madre Benvenuta, 1584 - Santa Mônica, Florianópolis - SC;R$ 690 /mês
16;Ponto comercial/Loja/Box para Aluguel, 106m²;405 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 9.574 /mês
17;Ponto comercial/Loja/Box para Aluguel, 344m²;405;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 27.000 /mês
18;Imóvel comercial para Aluguel, 100m²;349 m²;-- Quarto;3 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 8.000 /mês
19;Imóvel comercial para Aluguel, 230m²;349;-- Quarto;2 Banheiros;3 Vagas;Rua General Eurico Gaspar Dutra - Estreito, Florianópolis - SC;R$ 10.000 /mês
20;Apartamento com 2 Quartos para Aluguel, 60m²;153 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Jornalista Tito Carvalho, 155 - Trindade, Florianópolis - SC;R$ 2.300 /mês
21;Sala/Conjunto para Aluguel, 40m²;153;-- Quarto;-- Banheiro;1 Vaga;Avenida Almirante Tamandaré, 94 - Coqueiros, Florianópolis - SC;R$ 1.150 /mês
22;Apartamento com 2 Quartos para Aluguel, 91m²;51 m²;2 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.800 /mês
23;Imóvel comercial para Aluguel, 436m²;51;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 26.000 /mês
24;Casa com 3 Quartos para Aluguel, 90m²;25 m²;3 Quartos;3 Banheiros;5 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.530 /dia
25;Sala/Conjunto para Aluguel, 30m²;25;-- Quarto;-- Banheiro;1 Vaga;Avenida Mauro Ramos - Centro, Florianópolis - SC;R$ 1.700 /mês
26;Apartamento com 3 Quartos para Aluguel, 127m²;37 m²;3 Quartos;3 Banheiros;2 Vagas;Rua Almirante Carlos da Silveira Carneiro, 94 - Agronômica, Florianópolis - SC;R$ 3.900 /mês
27;Ponto comercial/Loja/Box para Aluguel, 252m²;37;-- Quarto;2 Banheiros;-- Vaga;Avenida Josué di Bernardi, 924 - Capoeiras, Florianópolis - SC;R$ 4.000 /mês
28;Sala/Conjunto para Aluguel, 51m²;65 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Conselheiro Mafra - Centro, Florianópolis - SC;R$ 1.750 /mês
29;Casa com 7 Quartos para Aluguel, 450m²;65;7 Quartos;7 Banheiros;4 Vagas;Rua dos Cumurupis, 63 - Jurerê Internacional, Florianópolis - SC;R$ 2.600 /dia
30;Sala/Conjunto para Aluguel, 64m²;17 m²;-- Quarto;-- Banheiro;1 Vaga;Avenida Rio Branco - Centro, Florianópolis - SC;R$ 2.000 /mês
31;Sala/Conjunto para Aluguel, 42m²;17;-- Quarto;1 Banheiro;1 Vaga;Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC;R$ 1.000 /mês
32;Apartamento com 3 Quartos para Aluguel, 222m²;106 m²;3 Quartos;3 Banheiros;2 Vagas;Rua João Meirelles, 1451 - Abraão, Florianópolis - SC;R$ 5.300 /mês
33;Ponto comercial/Loja/Box para Aluguel, 496m²;106;-- Quarto;2 Banheiros;-- Vaga;Rua Cristóvão Nunes Pires, 86 - Centro, Florianópolis - SC;R$ 39.600 /mês
34;Cobertura com 3 Quartos para Aluguel, 203m²;344 m²;3 Quartos;3 Banheiros;2 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.300 /dia
35;Apartamento com 2 Quartos para Aluguel, 75m²;344;2 Quartos;1 Banheiro;-- Vaga;Rua Almirante Dorval Melchíades de Souza, 756 - Centro, Florianópolis - SC;R$ 1.800 /mês
0;Sala/Conjunto para Aluguel, 349m²;349 m²;-- Quarto;-- Banheiro;1 Vaga;Rua General Liberato Bittencourt - Estreito, Florianópolis - SC;R$ 2.300 /mês
1;Sala/Conjunto para Aluguel, 153m²;349;-- Quarto;-- Banheiro;-- Vaga;Rua Cristóvão Nunes Pires - Centro, Florianópolis - SC;R$ 7.100 /mês
2;Imóvel comercial para Aluguel, 51m²;153 m²;-- Quarto;1 Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 2.500 /mês
3;Sala/Conjunto com Quarto para Aluguel, 25m²;153;1 Quarto;1 Banheiro;-- Vaga;Rua General Liberato Bittencourt, 1673 - Estreito, Florianópolis - SC;R$ 700 /mês
4;Apartamento com Quarto para Aluguel, 37m²;51 m²;1 Quarto;1 Banheiro;-- Vaga;Rua Professor Bayer Filho - Coqueiros, Florianópolis - SC;R$ 2.700 /mês
5;Apartamento com 2 Quartos para Aluguel, 65m²;51;2 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.880 /mês
6;Sala/Conjunto para Aluguel, 17m²;25 m²;-- Quarto;1 Banheiro;-- Vaga;Avenida Madre Benvenuta, 1584 - Santa Mônica, Florianópolis - SC;R$ 690 /mês
7;Ponto comercial/Loja/Box para Aluguel, 106m²;25;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 9.574 /mês
8;Ponto comercial/Loja/Box para Aluguel, 344m²;37 m²;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 27.000 /mês
9;Imóvel comercial para Aluguel, 100m²;37;-- Quarto;3 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 8.000 /mês
10;Imóvel comercial para Aluguel, 230m²;65 m²;-- Quarto;2 Banheiros;3 Vagas;Rua General Eurico Gaspar Dutra - Estreito, Florianópolis - SC;R$ 10.000 /mês
11;Apartamento com 2 Quartos para Aluguel, 60m²;65;2 Quartos;2 Banheiros;1 Vaga;Rua Jornalista Tito Carvalho, 155 - Trindade, Florianópolis - SC;R$ 2.300 /mês
12;Sala/Conjunto para Aluguel, 40m²;17 m²;-- Quarto;-- Banheiro;1 Vaga;Avenida Almirante Tamandaré, 94 - Coqueiros, Florianópolis - SC;R$ 1.150 /mês
13;Apartamento com 2 Quartos para Aluguel, 91m²;17;2 Quartos;2 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 2.800 /mês
14;Imóvel comercial para Aluguel, 436m²;106 m²;-- Quarto;2 Banheiros;-- Vaga;Centro, Florianópolis - SC;R$ 26.000 /mês
15;Casa com 3 Quartos para Aluguel, 90m²;106;3 Quartos;3 Banheiros;5 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.530 /dia
16;Sala/Conjunto para Aluguel, 30m²;344 m²;-- Quarto;-- Banheiro;1 Vaga;Avenida Mauro Ramos - Centro, Florianópolis - SC;R$ 1.700 /mês
17;Apartamento com 3 Quartos para Aluguel, 127m²;344;3 Quartos;3 Banheiros;2 Vagas;Rua Almirante Carlos da Silveira Carneiro, 94 - Agronômica, Florianópolis - SC;R$ 3.900 /mês
18;Ponto comercial/Loja/Box para Aluguel, 252m²;100 m²;-- Quarto;2 Banheiros;-- Vaga;Avenida Josué di Bernardi, 924 - Capoeiras, Florianópolis - SC;R$ 4.000 /mês
19;Sala/Conjunto para Aluguel, 51m²;100;-- Quarto;1 Banheiro;-- Vaga;Rua Conselheiro Mafra - Centro, Florianópolis - SC;R$ 1.750 /mês
20;Casa com 7 Quartos para Aluguel, 450m²;230 m²;7 Quartos;7 Banheiros;4 Vagas;Rua dos Cumurupis, 63 - Jurerê Internacional, Florianópolis - SC;R$ 2.600 /dia
21;Sala/Conjunto para Aluguel, 64m²;230;-- Quarto;-- Banheiro;1 Vaga;Avenida Rio Branco - Centro, Florianópolis - SC;R$ 2.000 /mês
22;Sala/Conjunto para Aluguel, 42m²;60 m²;-- Quarto;1 Banheiro;1 Vaga;Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC;R$ 1.000 /mês
23;Apartamento com 3 Quartos para Aluguel, 222m²;60;3 Quartos;3 Banheiros;2 Vagas;Rua João Meirelles, 1451 - Abraão, Florianópolis - SC;R$ 5.300 /mês
24;Ponto comercial/Loja/Box para Aluguel, 496m²;40 m²;-- Quarto;2 Banheiros;-- Vaga;Rua Cristóvão Nunes Pires, 86 - Centro, Florianópolis - SC;R$ 39.600 /mês
25;Cobertura com 3 Quartos para Aluguel, 203m²;40;3 Quartos;3 Banheiros;2 Vagas;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.300 /dia
26;Apartamento com 2 Quartos para Aluguel, 75m²;91 m²;2 Quartos;1 Banheiro;-- Vaga;Rua Almirante Dorval Melchíades de Souza, 756 - Centro, Florianópolis - SC;R$ 1.800 /mês
27;Sala/Conjunto para Aluguel, 27m²;91;-- Quarto;-- Banheiro;-- Vaga;Rua Doutor Heitor Blum, 310 - Estreito, Florianópolis - SC;R$ 700 /mês
28;Sala/Conjunto para Aluguel, 37m²;436 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Belmira Isabel Martins - Estreito, Florianópolis - SC;R$ 1.300 /mês
29;Imóvel comercial com Quarto para Aluguel, 667m²;436;1 Quarto;6 Banheiros;4 Vagas;Rua Doutor Armínio Tavares, 77 - Centro, Florianópolis - SC;R$ 27.000 /mês
30;Apartamento com Quarto para Aluguel, 60m²;90 m²;1 Quarto;1 Banheiro;-- Vaga;Rua Antenor Borges - Canasvieiras, Florianópolis - SC;R$ 400 /dia
31;Sala/Conjunto para Aluguel, 55m²;90;-- Quarto;-- Banheiro;2 Vagas;Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC;R$ 4.500 /mês
32;Apartamento com 3 Quartos para Aluguel, 90m²;30 m²;3 Quartos;2 Banheiros;1 Vaga;Ingleses do Rio Vermelho, Florianópolis - SC;R$ 500 /dia
33;Ponto comercial/Loja/Box para Aluguel, 80m²;30;-- Quarto;1 Banheiro;-- Vaga;Avenida Santa Catarina - Canto, Florianópolis - SC;R$ 4.100 /mês
34;Apartamento com 4 Quartos para Aluguel, 166m²;127 m²;4 Quartos;5 Banheiros;2 Vagas;Agronômica, Florianópolis - SC;R$ 4.200 /mês
35;Ponto comercial/Loja/Box para Aluguel, 24m²;127;-- Quarto;-- Banheiro;1 Vaga;Rua General Liberato Bittencourt, 1885 - Canto, Florianópolis - SC;R$ 200 /mês
0;Ponto comercial/Loja/Box à Venda/Aluguel 50m²;50 m²;-- Quarto;-- Banheiro;2 Vagas;Servidão Calêndula, 66 - Ingleses do Rio Vermelho, Florianópolis - SC;"R$ 2.900 /mês
R$ 327.000"
1;Apartamento com 3 Quartos para Aluguel, 100m²;50;3 Quartos;2 Banheiros;1 Vaga;Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC;R$ 2.200 /mês
