;area;room;bath;garage;price;ext_area;property;zone
459;330;1;1;0;3250;62;residential;midtown
460;45;2;2;1;2500;100;residential;midtown
461;45;1;1;1;1450;55;residential;midtown
462;40;4;1;5;10000;280;residential;continental
463;40;1;1;1;9000;50;residential;north
464;20;3;2;1;4600;90;residential;midtown
465;20;0;2;1;50000;503;commercial;midtown
466;33;2;2;1;19500;70;residential;north
467;33;3;4;2;5226;101;residential;continental
468;26;0;1;0;800;26;commercial;midtown
469;26;2;2;1;2300;70;residential;midtown
470;70;2;1;1;14400;58;residential;north
471;70;2;1;1;11400;60;residential;north
472;58;0;1;0;4800;44;commercial;north
473;58;5;6;2;105000;380;residential;north
474;60;3;5;2;8100;127;residential;north
475;60;0;1;1;1300;32;commercial;continental
476;44;1;1;0;1100;54;residential;midtown
477;44;0;1;1;13000;360;commercial;continental
478;380;0;2;0;10000;270;commercial;north
479;380;0;1;1;13000;364;commercial;continental
480;127;2;1;0;1600;60;residential;midtown
481;127;3;2;2;15000;112;residential;north
482;32;0;0;0;3000;29;commercial;north
483;32;4;3;3;45000;150;residential;north
484;54;3;2;1;2800;101;residential;midtown
485;54;3;2;2;2350;80;residential;continental
486;360;2;1;1;21000;80;residential;north
487;360;2;1;1;3100;61;residential;midtown
488;270;2;2;1;18450;70;residential;north
489;270;1;1;1;1900;58;residential;midtown
490;364;0;5;2;20000;446;commercial;midtown
491;364;3;1;1;1990;58;residential;midtown
492;60;6;7;5;15000;660;residential;midtown
493;60;3;4;2;4000;221;residential;midtown
494;112;0;0;0;2795;31;commercial;midtown
495;112;1;1;0;1400;30;residential;south
496;29;2;2;1;2100;65;residential;north
497;29;0;1;1;1550;38;commercial;midtown
498;150;0;1;1;4168;64;commercial;continental
499;150;1;1;0;1090;38;residential;midtown
500;101;0;3;3;2350;62;commercial;midtown
501;101;0;1;2;1725;34;commercial;continental
502;80;0;0;0;13000;140;commercial;east
503;80;3;2;2;9000;90;residential;north
504;72;3;2;1;2350;72;residential;south
505;72;0;1;1;1461;24;commercial;continental
506;24;1;1;0;1300;57;residential;midtown
507;24;3;2;1;3100;155;residential;midtown
508;57;0;1;1;4349;62;commercial;continental
509;57;0;1;1;4038;62;commercial;continental
510;155;3;3;2;5413;125;residential;continental
511;155;0;5;6;22000;436;residential;north
512;62;3;2;2;30000;105;residential;north
513;62;3;3;1;25500;119;residential;north
514;62;2;1;1;1150;63;residential;continental
515;62;3;2;2;38850;180;residential;north
516;125;3;4;2;48000;10;residential;north
517;125;1;1;1;12000;77;residential;north
518;436;4;4;4;60000;340;residential;north
519;436;0;1;1;3705;46;commercial;continental
520;105;2;2;1;7950;75;residential;north
521;105;2;2;1;1600;64;residential;north
522;119;0;1;1;1339;24;commercial;continental
523;119;0;1;0;5000;59;commercial;north
524;63;1;1;1;1650;44;residential;continental
525;63;4;1;5;10000;280;residential;continental
526;180;1;1;1;2000;45;residential;east
527;180;0;0;0;4000;60;commercial;midtown
528;10;0;1;1;2197;39;commercial;continental
529;10;2;2;1;2880;65;residential;midtown
530;77;2;2;1;12000;75;residential;north
531;77;4;5;2;6000;218;residential;midtown
532;340;0;2;2;3115;91;commercial;continental
533;340;0;6;1;25000;1010;commercial;continental
534;46;0;1;1;1725;34;commercial;continental
535;46;0;1;2;3500;50;commercial;north
536;75;4;1;3;15000;226;residential;midtown
537;75;3;1;2;16000;378;residential;midtown
538;64;0;1;0;900;51;commercial;midtown
539;64;0;1;1;1639;32;commercial;continental
540;226;4;1;3;15000;226;residential;midtown
541;226;3;3;2;27000;208;residential;north
542;208;3;1;2;16000;378;residential;midtown
543;208;0;1;0;900;51;commercial;midtown
544;378;0;1;1;1639;32;commercial;continental
545;378;1;1;1;1700;54;residential;continental
546;51;3;2;2;3800;94;residential;midtown
547;51;2;1;1;1500;100;residential;midtown
548;32;0;1;1;2900;47;commercial;midtown
549;32;0;1;1;12110;156;commercial;midtown
550;54;0;1;1;14140;134;commercial;midtown
551;54;0;2;1;6681;139;commercial;north
552;94;2;1;1;1450;55;residential;continental
553;94;2;2;5;19000;950;commercial;midtown
554;100;3;1;0;2200;41;commercial;midtown
555;100;0;9;2;15000;697;commercial;midtown
556;47;3;2;2;7300;98;residential;midtown
557;47;6;7;4;18000;450;residential;midtown
558;156;3;1;2;6800;220;residential;south
559;156;0;0;1;1700;30;commercial;midtown
560;134;1;1;1;10500;40;residential;north
561;134;0;1;1;3847;64;commercial;continental
562;139;3;2;2;39000;105;residential;north
563;139;5;3;4;11000;258;residential;midtown
564;55;0;1;1;1800;43;commercial;continental
565;55;0;1;1;2740;69;commercial;north
566;950;2;2;1;2750;69;residential;continental
567;950;5;1;1;23000;400;commercial;continental
568;41;0;2;0;10000;270;commercial;north
569;41;2;2;1;16500;75;residential;north
570;697;3;2;1;2250;96;residential;midtown
571;697;2;2;1;12000;68;residential;north
572;98;3;1;3;8000;139;residential;midtown
573;98;0;3;0;3000;212;commercial;midtown
574;450;1;1;0;1150;45;residential;midtown
575;450;0;2;0;29979;791;commercial;midtown
576;24;0;1;1;1461;24;commercial;continental
577;24;0;1;1;1350;38;commercial;midtown
578;38;0;1;6;5000;48;commercial;south
579;38;4;5;5;150000;500;residential;north
580;48;3;5;0;54000;170;residential;north
581;48;3;2;1;25500;87;residential;north
582;500;0;1;1;3512;70;commercial;continental
583;500;5;1;4;16000;320;residential;north
584;170;3;3;2;5500;103;residential;midtown
585;170;3;4;2;46500;120;residential;north
586;87;9;1;5;25000;430;residential;north
587;87;0;1;0;219000;3000;commercial;midtown
588;70;0;0;0;850;18;commercial;continental
589;70;1;1;0;1000;28;residential;continental
590;320;3;4;4;16000;313;residential;north
591;320;3;2;1;1520;80;residential;midtown
592;103;0;1;1;4877;65;commercial;continental
593;103;2;1;1;1500;100;residential;midtown
594;120;0;4;0;10000;685;commercial;midtown
595;120;0;2;1;20000;250;commercial;midtown
596;430;0;1;1;3527;64;commercial;continental
597;430;3;2;2;4200;81;residential;midtown
598;3000;3;2;1;13500;116;residential;north
599;3000;0;1;1;80000;2824;commercial;midtown
600;18;0;1;1;2900;73;commercial;midtown
601;18;0;1;1;2800;56;commercial;midtown
602;28;3;3;2;2800;93;residential;midtown
603;28;0;1;0;1150;52;commercial;midtown
604;313;5;1;4;16000;320;residential;north
605;313;2;2;1;2500;82;residential;continental
606;80;2;1;1;5500;120;residential;north
607;80;0;2;0;2400;60;commercial;midtown
608;65;3;3;2;2900;98;residential;continental
609;65;1;3;0;7000;166;residential;midtown
610;100;4;7;6;12000;792;residential;midtown
611;100;4;2;2;42000;187;residential;north
612;87;3;2;1;25500;87;residential;north
613;87;0;1;1;3512;70;commercial;continental
614;70;5;1;4;16000;320;residential;north
615;70;9;1;5;25000;430;residential;north
616;320;0;1;0;219000;3000;commercial;midtown
617;320;1;1;1;7500;40;residential;north
618;430;0;0;0;850;18;commercial;continental
619;430;3;4;4;16000;313;residential;north
620;3000;0;1;1;4877;65;commercial;continental
621;3000;0;2;1;20000;250;commercial;midtown
622;40;0;1;1;3527;64;commercial;continental
623;40;7;4;4;75000;250;residential;north
624;18;0;1;1;80000;2824;commercial;midtown
625;18;0;1;1;2900;73;commercial;midtown
626;313;2;1;1;18000;68;residential;north
627;313;0;1;1;2800;56;commercial;midtown
628;65;2;2;2;2700;117;residential;north
629;65;3;3;2;2800;93;residential;midtown
630;250;0;1;0;1150;52;commercial;midtown
631;250;5;1;4;16000;320;residential;north
632;64;2;2;1;2500;82;residential;continental
633;64;2;1;1;5500;120;residential;north
634;250;0;2;0;2400;60;commercial;midtown
635;250;3;3;2;2900;98;residential;continental
636;2824;1;3;0;7000;166;residential;midtown
637;2824;4;7;6;12000;792;residential;midtown
638;73;4;2;2;42000;187;residential;north
639;73;2;1;1;1900;80;residential;north
640;68;4;4;3;9500;320;residential;midtown
641;68;2;3;1;9000;80;residential;north
642;56;0;1;1;2100;56;commercial;midtown
643;56;0;4;1;24500;250;commercial;midtown
644;117;0;1;1;1800;36;commercial;continental
645;117;0;2;0;980;46;commercial;midtown
646;93;7;6;0;81000;300;residential;north
647;93;0;2;0;2800;126;commercial;midtown
648;71;2;1;1;2100;71;residential;continental
649;71;1;9;4;75000;480;residential;north
650;480;0;2;1;50000;503;commercial;midtown
651;480;0;3;4;225000;5186;commercial;midtown
652;503;3;3;2;3800;139;residential;continental
653;503;0;1;0;1200;47;commercial;midtown
654;5186;0;1;2;1500;46;commercial;midtown
655;5186;0;1;0;600;20;commercial;midtown
656;139;3;2;1;15000;88;residential;north
657;139;0;1;0;1100;45;commercial;midtown
658;47;2;2;1;2700;73;residential;midtown
659;47;5;5;6;20000;700;residential;midtown
660;46;1;1;1;2300;33;residential;midtown
661;46;3;3;1;2400;110;residential;midtown
662;20;4;3;2;9500;266;residential;north
663;20;0;4;1;15500;605;commercial;continental
664;88;0;0;0;1500;56;commercial;midtown
665;88;4;3;5;17700;150;residential;north
666;45;0;1;0;2100;34;commercial;midtown
667;45;6;7;5;240000;400;residential;north
668;73;0;1;1;1900;47;commercial;south
669;73;0;6;0;9998;138;commercial;midtown
670;700;0;0;1;350;12;commercial;midtown
671;700;0;1;0;1200;39;residential;midtown
672;33;2;2;1;2900;62;residential;midtown
673;33;2;2;1;33000;79;residential;north
674;110;1;1;0;2800;50;residential;midtown
675;110;1;1;0;8250;30;residential;north
676;266;2;1;0;2500;91;commercial;midtown
677;266;3;2;2;12000;100;residential;north
678;605;1;1;1;7500;40;residential;north
679;605;3;2;0;1900;140;residential;continental
680;56;0;0;0;2177;24;commercial;midtown
681;56;3;2;2;4500;205;residential;continental
682;150;0;1;0;1200;49;commercial;midtown
683;150;0;1;1;1905;36;commercial;midtown
684;306;0;4;0;3500;306;commercial;midtown
685;306;0;2;0;1500;78;commercial;midtown
686;78;3;3;2;4750;142;residential;midtown
687;78;2;2;1;2350;73;residential;midtown
688;142;2;2;1;26970;76;residential;north
689;142;4;2;1;1900;153;residential;continental
690;73;2;3;0;1800;88;residential;midtown
691;73;0;3;3;4950;131;commercial;south
692;76;1;1;1;2500;32;residential;midtown
693;76;2;1;1;9000;50;residential;north
694;153;0;1;5;5500;130;commercial;south
695;153;3;1;1;2700;200;residential;midtown
696;88;4;5;3;23000;600;residential;north
697;88;4;4;2;6000;264;residential;midtown
698;131;1;2;1;27000;80;residential;north
699;131;5;5;2;60000;400;residential;north
700;32;3;3;1;3700;140;residential;midtown
701;32;0;1;1;2000;41;commercial;midtown
702;50;2;2;2;8000;147;residential;midtown
703;50;2;2;0;6500;90;residential;midtown
704;130;0;1;1;1200;33;commercial;continental
705;130;0;0;0;27500;439;commercial;midtown
706;200;0;0;0;1500;45;commercial;midtown
707;200;0;1;0;480;32;commercial;midtown
708;600;2;1;1;1550;50;residential;south
709;600;0;1;0;4000;124;commercial;continental
710;264;0;1;2;3000;86;commercial;midtown
711;264;0;1;1;700;23;commercial;midtown
712;80;1;1;0;800;30;residential;south
713;80;0;2;0;1500;55;commercial;midtown
714;400;3;4;3;8400;239;residential;continental
715;400;4;6;4;18000;800;residential;midtown
717;140;3;2;2;5800;84;residential;midtown
718;41;2;2;1;6000;133;residential;midtown
719;41;0;1;1;2800;56;commercial;midtown
720;95;4;3;2;22950;95;residential;north
721;95;3;2;2;12000;100;residential;north
722;100;0;1;0;2800;42;commercial;midtown
723;100;0;0;1;38000;1350;commercial;continental
724;42;2;2;2;2700;117;residential;north
725;42;3;2;3;4000;130;residential;continental
726;1350;5;4;2;90000;430;residential;north
727;1350;1;1;0;1570;36;residential;midtown
728;117;7;8;4;120000;600;residential;north
729;117;2;2;1;3800;80;residential;midtown
730;130;3;2;2;4867;108;residential;continental
731;130;2;2;1;19500;70;residential;north
732;430;2;2;0;3400;76;residential;midtown
733;430;1;1;0;6900;35;residential;north
734;36;2;1;1;18000;68;residential;north
735;36;1;1;1;12000;40;residential;east
736;600;3;3;1;3500;142;residential;midtown
737;600;1;1;1;1250;44;residential;continental
738;80;0;2;1;6681;139;commercial;north
739;80;2;1;1;13500;78;residential;north
740;108;0;1;0;800;67;commercial;midtown
741;108;2;2;1;26970;76;residential;north
742;70;2;1;1;27600;80;residential;north
743;70;1;1;0;1150;49;residential;midtown
744;76;3;2;0;4000;150;residential;midtown
745;76;3;2;2;30000;140;residential;north
746;35;4;3;2;9800;350;residential;midtown
747;35;0;0;0;2424;26;commercial;midtown
748;68;0;1;1;1000;34;commercial;continental
749;68;3;3;1;5250;116;residential;midtown
750;40;0;0;0;1950;25;commercial;midtown
751;40;3;3;1;5000;189;residential;midtown
752;142;0;0;0;9119;101;commercial;midtown
753;142;0;0;0;4476;49;commercial;midtown
754;44;0;0;0;5094;56;commercial;midtown
755;44;1;1;0;1400;25;residential;continental
756;80;2;2;1;3800;80;residential;midtown
757;80;3;2;2;4867;108;residential;continental
758;108;1;1;0;1000;16;residential;midtown
759;108;2;2;1;19500;70;residential;north
760;16;2;2;0;3400;76;residential;midtown
761;16;2;1;1;11400;60;residential;north
762;70;2;1;1;1250;55;residential;midtown
763;70;1;1;1;12000;40;residential;east
764;76;1;1;1;1250;44;residential;continental
765;76;0;2;1;6681;139;commercial;north
766;60;2;1;1;13500;78;residential;north
767;60;1;1;1;1500;55;residential;north
768;55;3;3;1;4182;83;residential;continental
769;55;2;2;1;26970;76;residential;north
770;40;2;1;1;27600;80;residential;north
771;40;1;1;0;740;34;residential;midtown
772;44;1;1;0;1150;49;residential;midtown
773;44;3;1;1;5500;158;residential;midtown
774;139;3;2;0;4000;150;residential;midtown
775;139;2;2;1;13500;86;residential;north
776;78;0;0;0;2424;26;commercial;midtown
777;78;0;1;1;1000;34;commercial;continental
778;55;3;3;1;5000;189;residential;midtown
779;55;0;0;0;9119;101;commercial;midtown
780;83;0;0;0;4476;49;commercial;midtown
781;83;0;0;0;5094;56;commercial;midtown
782;76;1;1;0;1400;25;residential;continental
783;76;1;1;2;1200;30;commercial;continental
784;80;1;1;1;10500;50;residential;north
785;80;3;4;2;60000;200;residential;north
786;34;4;6;2;18000;400;residential;north
787;34;3;3;2;45000;10;residential;north
788;49;3;3;2;20000;220;residential;east
789;49;3;1;3;2000;110;residential;south
790;158;0;0;1;380;12;commercial;midtown
791;158;2;2;1;1700;80;residential;north
792;45;0;1;1;2500;45;commercial;midtown
793;45;3;3;4;30000;230;residential;north
794;230;0;1;2;13000;87;commercial;midtown
795;230;1;1;0;700;30;commercial;midtown
796;87;5;6;2;22500;400;residential;east
797;87;2;2;1;11970;70;residential;north
798;30;0;5;9;22000;854;commercial;midtown
799;30;2;2;1;2900;91;residential;south
800;400;5;8;3;105000;596;residential;north
801;400;3;2;1;13500;116;residential;north
802;70;0;1;0;2900;67;commercial;midtown
803;70;2;1;4;2600;150;residential;continental
804;854;5;3;4;7500;312;residential;south
805;854;4;1;1;27000;200;residential;north
808;596;1;1;1;980;32;residential;midtown
809;596;1;1;0;10500;45;residential;north
810;116;2;1;1;14400;48;residential;north
811;116;0;0;0;27500;439;commercial;midtown
812;67;3;2;2;3800;107;residential;continental
813;67;1;1;0;1000;28;residential;midtown
814;150;2;1;0;2200;55;residential;north
815;150;4;3;2;5500;195;residential;midtown
816;312;2;2;1;10500;71;residential;north
817;312;2;2;1;3300;70;residential;continental
818;200;0;3;2;2200;69;commercial;midtown
819;200;0;4;6;9890;282;commercial;north
820;78;3;4;2;150000;150;residential;north
821;78;0;0;1;1300;35;commercial;midtown
822;900;0;2;0;4000;53;commercial;east
823;900;0;4;5;8900;449;commercial;midtown
824;32;2;2;1;1450;101;residential;continental
825;32;4;1;3;15000;226;residential;midtown
826;45;3;2;1;3500;120;residential;midtown
827;45;3;2;2;2450;73;residential;continental
900;47;1;1;1;1350;47;residential;continental
901;47;3;4;4;8000;192;residential;continental
902;192;0;1;0;1090;25;commercial;midtown
903;192;2;2;5;19000;950;residential;midtown
904;25;4;4;0;40000;1000;residential;north
905;25;1;1;1;2200;65;residential;midtown
906;950;1;1;0;4500;43;residential;north
907;950;0;1;1;1800;35;commercial;midtown
908;1000;0;1;1;14140;134;commercial;midtown
909;1000;1;2;1;2100;65;residential;east
910;65;5;1;1;23000;400;residential;continental
911;65;0;1;0;1200;40;commercial;midtown
912;43;0;0;2;3429;64;commercial;midtown
913;43;3;3;3;5300;160;residential;midtown
914;35;4;3;4;850;450;residential;south
915;35;3;3;2;45000;140;residential;north
916;134;3;4;2;48000;120;residential;north
917;134;3;4;3;15000;315;residential;north
918;65;2;2;2;2900;85;residential;midtown
919;65;0;1;0;2500;92;commercial;midtown
920;400;0;1;1;1300;17;commercial;south
921;400;0;1;0;500;74;commercial;midtown
922;40;1;1;1;9000;46;residential;north
923;40;3;1;2;16000;378;residential;midtown
924;64;5;6;3;150000;450;residential;north
925;64;1;1;1;2500;55;residential;midtown
926;160;7;6;4;75000;500;residential;north
927;160;0;2;2;8900;165;commercial;midtown
928;450;1;1;0;1700;32;residential;midtown
929;450;4;2;1;2850;100;residential;midtown
930;140;0;3;5;7500;253;commercial;north
931;140;0;1;0;4200;78;commercial;midtown
932;120;1;1;1;9000;48;residential;north
933;120;0;1;0;1200;60;commercial;midtown
934;315;1;1;0;1300;22;residential;midtown
935;315;4;2;1;2800;182;residential;continental
936;60;2;1;1;900;60;residential;continental
937;60;3;2;0;1500;81;residential;south
938;81;1;1;1;1600;46;residential;midtown
939;81;2;2;1;10800;75;residential;north
940;46;0;1;0;4000;47;commercial;continental
941;46;0;1;1;2800;56;commercial;midtown
942;75;2;1;1;2100;92;residential;midtown
943;75;4;2;2;12000;270;residential;north
944;47;1;1;1;1480;44;residential;midtown
945;47;0;1;1;3000;60;commercial;midtown
946;56;3;4;2;3950;155;residential;midtown
948;92;3;2;2;5000;160;residential;midtown
949;92;0;0;0;5500;85;commercial;midtown
950;270;3;3;2;54000;200;residential;east
951;270;0;1;0;600;24;commercial;midtown
952;44;0;8;7;9800;285;commercial;midtown
953;44;4;4;2;54000;330;residential;north
954;60;2;2;1;2500;50;residential;south
955;60;3;2;1;15000;88;residential;north
956;155;0;8;3;24800;1164;commercial;midtown
957;155;0;2;0;1800;65;commercial;midtown
958;1092;2;2;2;8344;90;residential;midtown
959;1092;1;1;0;8400;40;residential;north
960;160;0;2;0;18500;342;commercial;midtown
961;160;0;2;0;2400;60;commercial;midtown
962;85;0;1;8;10000;462;commercial;midtown
963;85;3;2;2;3400;82;residential;midtown
964;200;2;2;2;7000;76;residential;midtown
965;200;0;0;0;1100;35;commercial;continental
966;24;0;0;2;4254;79;commercial;midtown
967;24;0;2;0;4000;53;commercial;east
968;285;1;1;0;2563;21;residential;midtown
969;285;0;1;0;4000;124;commercial;continental
970;330;0;1;0;219000;3000;commercial;midtown
971;330;0;6;9;8000;405;residential;continental
972;462;0;1;1;7000;462;commercial;midtown
973;462;2;3;2;7500;200;residential;south
974;200;0;2;1;20000;250;commercial;midtown
975;200;4;3;2;36000;161;residential;north
976;250;2;1;1;1600;62;residential;continental
977;250;0;4;1;28500;800;commercial;midtown
978;161;0;1;0;2370;80;commercial;midtown
979;161;7;7;2;15000;350;residential;east
980;62;2;2;1;2400;66;residential;midtown
981;62;3;1;0;880;40;commercial;midtown
982;800;0;0;1;1382;25;commercial;continental
983;800;4;3;5;17700;150;residential;north
984;80;9;5;6;25000;600;residential;north
985;80;6;6;2;18000;450;residential;north
986;350;0;0;1;950;35;commercial;continental
987;350;1;1;1;1200;26;residential;midtown
988;66;2;1;1;1700;96;residential;continental
989;66;3;4;3;105000;131;residential;north
990;40;0;1;3;2150;69;commercial;south
991;40;3;3;2;3740;107;residential;continental
992;25;3;3;2;30000;200;residential;north
993;25;0;4;1;24500;250;commercial;midtown
994;150;4;5;2;4750;135;residential;midtown
995;150;0;1;0;1100;45;commercial;midtown
996;600;0;1;0;930;31;commercial;midtown
997;600;1;1;1;7500;42;residential;north
998;450;4;5;6;10000;600;residential;north
999;450;3;3;2;60000;105;residential;north
1000;35;0;1;0;1050;40;commercial;midtown
1001;35;2;3;1;2600;80;residential;continental
1002;26;1;1;1;1200;34;commercial;continental
1003;26;0;0;2;20000;475;commercial;midtown
1004;96;3;2;1;6200;147;residential;midtown
1005;96;4;2;0;4500;189;residential;midtown
1006;131;3;2;2;33000;140;residential;north
1007;131;0;0;4;9000;150;commercial;midtown
1044;357;0;0;0;18000;357;commercial;midtown
1045;357;0;3;8;7000;462;commercial;midtown
1046;462;0;0;1;1524;28;commercial;continental
1047;462;0;4;0;44000;500;commercial;midtown
1048;28;2;2;2;2800;62;residential;south
1049;28;2;1;0;2500;91;residential;midtown
1050;500;1;1;1;7500;50;residential;north
1051;500;6;7;4;420000;900;residential;north
1052;62;3;2;3;13000;290;residential;south
1053;62;1;1;1;2000;38;residential;midtown
1054;91;3;4;1;3900;119;residential;continental
1055;91;1;1;1;1250;60;residential;south
1056;50;3;3;2;5226;125;residential;continental
1057;50;1;1;1;9000;50;residential;north
1058;900;2;3;1;60000;190;residential;north
1059;900;0;2;0;8000;130;commercial;north
1060;290;2;1;1;1600;63;residential;midtown
1061;290;3;2;2;2690;130;residential;continental
1062;38;2;2;1;13500;85;residential;north
1063;38;4;2;0;5400;200;residential;midtown
1064;119;2;1;2;2500;59;residential;south
1065;119;1;1;1;3300;56;residential;midtown
1066;60;0;0;0;2269;25;commercial;midtown
1067;60;2;2;2;7500;130;residential;south
1068;125;2;1;1;1300;50;residential;midtown
1069;125;1;1;1;1500;54;residential;north
1070;50;0;3;4;208000;5200;commercial;midtown
1071;50;0;1;0;650;36;commercial;midtown
1072;190;4;5;4;15000;600;residential;midtown
1073;190;2;1;1;1500;77;residential;midtown
1074;130;0;1;0;1300;55;commercial;midtown
1075;130;3;1;0;1400;76;residential;continental
1076;63;2;2;1;24000;80;residential;north
1077;63;0;2;0;9500;150;commercial;midtown
1078;130;6;6;3;90000;450;residential;north
1079;130;0;0;1;18700;917;commercial;midtown
1080;72;2;2;1;15000;72;residential;east
1081;72;1;1;1;1500;54;residential;north
1082;54;0;3;4;208000;5200;commercial;midtown
1083;54;0;1;0;650;36;commercial;midtown
1084;5200;2;1;1;1500;77;residential;midtown
1085;5200;0;1;0;1300;55;commercial;midtown
1086;36;0;1;1;1200;35;commercial;midtown
1087;36;3;1;0;1400;76;residential;continental
1088;77;2;2;1;24000;80;residential;north
1089;77;0;2;0;9500;150;commercial;midtown
1090;55;6;6;3;90000;450;residential;north
1091;55;2;2;1;12000;70;residential;north
1092;35;6;7;6;105000;615;residential;north
1093;35;2;1;0;1100;65;residential;midtown
1094;76;2;2;1;13500;78;residential;north
1095;76;2;1;1;1258;49;residential;north
1096;80;2;2;1;2700;65;residential;midtown
1097;80;4;2;1;35400;180;residential;north
1098;150;2;2;1;21150;94;residential;north
1099;150;2;2;1;12450;60;residential;north
1100;450;0;0;0;2500;52;commercial;continental
1101;450;3;2;2;3200;92;residential;continental
1102;70;4;6;8;20000;995;residential;north
1103;70;2;3;1;15000;72;residential;north
1104;615;3;2;1;3500;112;residential;continental
1105;615;0;1;1;2200;45;commercial;continental
1106;65;2;1;1;15000;67;residential;north
1107;65;1;1;0;1400;25;residential;continental
1108;78;0;4;1;22000;462;commercial;midtown
1109;78;0;1;2;2400;95;commercial;midtown
1110;49;0;2;0;4360;73;commercial;midtown
1111;49;0;0;5;9500;260;commercial;north
1112;65;4;3;2;34500;10;residential;north
1113;65;3;2;3;4500;200;residential;south
1114;180;4;7;5;15000;600;residential;midtown
1115;180;4;7;3;14900;488;residential;midtown
1116;330;4;5;2;75000;330;residential;north
1117;330;0;0;0;780;20;commercial;continental
1118;20;3;3;3;5350;189;residential;continental
1119;20;1;1;1;7500;40;residential;north
1120;189;2;1;1;3700;56;residential;south
1121;189;1;1;0;650;45;residential;continental
1122;40;2;1;1;2500;100;residential;continental
1123;40;0;1;2;3000;55;commercial;midtown
1124;56;0;1;0;800;23;commercial;midtown
1125;56;0;0;1;23000;896;commercial;continental
1126;45;2;3;1;19500;83;residential;north
1127;45;2;1;1;16500;68;residential;north
1128;100;0;0;0;1950;75;commercial;midtown
1129;100;3;2;0;3080;140;residential;midtown
1130;55;0;1;1;4200;120;commercial;midtown
1131;55;3;2;1;2900;95;residential;continental
1132;23;0;0;2;6000;136;commercial;midtown
1133;23;0;1;0;5500;54;commercial;south
1134;896;5;3;2;30000;180;residential;north
1135;896;0;1;0;2800;86;commercial;midtown
1136;83;3;4;3;30000;110;residential;north
1137;83;3;2;0;3200;140;residential;east
1138;68;0;0;0;35000;430;commercial;midtown
1139;68;3;4;2;6200;280;residential;midtown
1140;75;4;3;3;2800;182;residential;continental
1141;75;2;2;1;2700;80;residential;midtown
1142;140;1;1;0;950;25;residential;midtown
1143;140;3;3;6;40000;764;commercial;midtown
1144;120;5;5;6;48000;250;residential;north
1145;120;1;1;1;1050;40;residential;north
1146;95;5;5;2;54000;400;residential;north
1147;95;5;8;1;25000;1004;residential;north
1148;136;2;2;1;3400;90;residential;north
1149;136;2;3;1;2750;109;residential;midtown
1150;54;3;3;2;105000;200;residential;east
1151;54;2;3;2;8000;81;residential;midtown
1152;56;0;1;1;2900;56;commercial;midtown
1153;56;4;5;6;240000;909;residential;east
1154;909;3;2;1;2250;72;residential;south
1155;909;0;1;4;38000;776;commercial;midtown
1156;72;0;1;0;450;33;commercial;midtown
1157;72;2;1;1;12000;57;residential;north
1158;776;2;1;0;1300;66;residential;midtown
1159;776;1;1;1;12000;57;residential;north
1160;33;4;1;3;4800;144;residential;midtown
1161;33;0;3;4;6681;139;commercial;north
1162;57;0;1;0;1200;45;commercial;midtown
1163;57;0;0;0;2195;24;commercial;midtown
1164;66;2;2;1;2400;82;residential;midtown
1165;66;1;4;0;15000;470;residential;midtown
1166;57;0;2;0;980;48;commercial;midtown
1167;57;2;2;1;12000;70;residential;north
1168;144;0;1;1;37000;3584;commercial;continental
1169;144;0;1;0;2500;41;commercial;midtown
1170;139;4;4;2;57000;150;residential;north
1171;139;3;2;1;2850;81;residential;midtown
1172;45;0;1;3;10500;275;commercial;midtown
1173;45;6;7;3;150000;600;residential;north
1174;24;0;0;1;60000;3400;commercial;continental
1175;24;3;3;1;3500;142;residential;midtown
1176;82;0;4;2;23000;748;commercial;continental
1177;82;2;2;1;2850;74;residential;midtown
1178;470;3;2;1;2700;122;residential;continental
1179;470;0;0;0;1100;43;commercial;midtown
1180;48;2;2;1;2500;72;residential;midtown
1181;48;2;2;2;6500;81;residential;midtown
1182;70;0;1;1;1700;50;commercial;midtown
1183;70;1;1;1;1300;51;residential;continental
1184;3584;2;2;1;2950;83;residential;midtown
1185;3584;4;4;2;4100;126;residential;midtown
1186;41;0;1;0;2200;45;commercial;continental
1187;41;4;3;2;5900;157;residential;midtown
1188;127;3;4;1;3950;127;residential;midtown
1189;127;2;2;1;2300;108;residential;continental
1190;108;3;2;2;3800;111;residential;midtown
1191;108;3;2;2;24000;120;residential;north
1192;111;0;3;0;30000;217;commercial;midtown
1193;111;0;2;0;1900;85;commercial;midtown
1194;120;1;1;1;1280;50;residential;midtown
1195;120;0;1;1;3500;58;commercial;continental
1196;217;0;2;0;12800;464;commercial;midtown
1197;217;0;0;1;60000;3400;commercial;continental
1198;85;0;1;1;700;22;commercial;midtown
1199;85;0;2;0;13000;120;commercial;east
1200;50;0;1;1;1400;28;commercial;continental
1201;50;0;1;0;900;43;commercial;midtown
1202;58;3;2;2;3200;117;residential;midtown
1203;58;0;1;1;900;35;commercial;midtown
1204;464;0;1;0;2200;73;commercial;midtown
1205;464;2;2;1;15000;93;residential;north
1206;3400;5;6;2;75000;400;residential;north
1207;3400;0;1;3;2300;82;commercial;continental
1208;22;1;1;0;1550;40;residential;south
1209;22;2;2;1;16500;85;residential;north
1210;120;4;5;2;45000;130;residential;north
1211;120;0;0;2;4000;75;commercial;midtown
1212;28;0;1;1;2600;42;commercial;midtown
